NUMERO,genero,TIPO_COLEGIO,LOCALIDAD_COLEGIO,CALENDARIO,MUNICIPIO,DEPARTAMENTO,PG_ICFES,CON_MAT_ICFES,APT_MAT_ICFES,FISICA_ICFES,QUIMICA_ICFES,APT_VERB_ICFES,LITERATURA_ICFES,BIOLOGIA_ICFES,SOCIALES_ICFES,FILOSOFIA_ICFES,IDIOMA_ICFES,LOCALIDAD,DISTANCIA,INSCRIPCION,ESTRATO,ANO_INGRESO,RENDIMIENTO_UNO
27,Masculino,1,8,1,19,5,359,59,59,53,54,44,44,53,0,42,48,8,3,6,3,2011,2
28,Masculino,0,20,0,0,0,453,84,84,73,57,62,62,61,0,58,66,20,6,9,2,2011,1
29,Femenino,2,20,1,72,15,473,75,75,70,64,65,65,73,0,57,82,20,6,9,2,2011,1
30,Femenino,2,20,1,82,15,502,72,72,86,75,68,68,67,0,64,63,20,6,9,1,2011,1
31,Masculino,2,11,1,19,5,490,72,72,64,69,77,77,69,0,67,75,11,5,9,3,2011,2
32,Masculino,2,19,1,19,5,489,72,72,70,78,74,74,60,0,70,78,19,5,9,1,2011,2
33,Masculino,2,1,1,19,5,455,71,71,76,69,65,65,52,0,54,94,11,5,9,3,2011,2
34,Masculino,2,20,1,189,15,503,75,75,61,79,77,77,70,0,77,82,10,3,9,3,2011,3
35,Femenino,2,15,1,19,5,478,68,68,83,60,74,74,56,0,68,69,4,4,9,2,2011,2
36,Femenino,2,18,1,19,5,491,71,71,73,82,74,74,69,0,57,73,16,2,9,3,2011,2
37,Masculino,0,8,0,0,0,485,64,64,73,83,71,71,61,0,67,62,7,5,9,2,2011,1
38,Masculino,1,8,1,19,5,491,78,78,64,82,71,71,72,0,57,79,8,3,9,2,2011,2
39,Femenino,2,2,1,19,5,506,78,78,76,93,68,68,67,0,57,85,15,3,9,3,2011,2
40,Femenino,2,20,1,64,15,466,90,90,64,66,71,71,60,0,55,60,21,7,9,2,2011,2
41,Femenino,2,10,1,19,5,478,78,78,70,79,68,68,73,0,57,66,10,3,9,2,2011,2
42,Femenino,1,20,1,221,6,480,69,69,70,72,68,68,69,0,61,72,20,6,9,3,2011,2
43,Femenino,1,14,1,19,5,508,75,75,67,69,71,71,69,0,77,69,4,4,9,2,2011,2
44,Femenino,1,20,1,207,7,495,78,78,73,64,59,59,83,0,68,76,10,3,9,2,2011,2
45,Masculino,2,8,1,19,5,473,84,84,70,67,65,65,61,0,67,59,8,3,9,2,2011,2
46,Masculino,1,19,1,19,5,491,75,75,67,66,74,74,69,0,65,58,19,5,9,2,2011,2
47,Masculino,1,9,1,19,5,469,90,90,70,67,59,59,70,0,49,48,9,4,9,2,2011,2
48,Femenino,2,7,1,19,5,505,89,89,67,79,74,74,70,0,60,62,8,3,9,3,2011,2
49,Masculino,1,10,1,19,5,429,64,64,67,55,65,65,64,0,55,51,10,3,4,2,2011,2
50,Femenino,2,10,1,19,5,475,75,75,70,72,68,68,67,0,54,70,12,3,9,3,2011,1
51,Femenino,2,10,1,19,5,497,79,79,70,87,65,65,63,0,73,52,10,3,9,3,2011,2
52,Femenino,1,16,1,19,5,486,78,78,67,66,68,68,72,0,62,48,16,2,9,3,2011,1
53,Masculino,2,20,1,1,6,490,89,89,67,64,71,71,72,0,65,85,20,6,9,3,2011,2
54,Masculino,2,2,1,19,5,491,79,79,73,75,62,62,69,0,64,89,20,6,9,3,2011,2
55,Masculino,2,2,1,19,5,492,78,78,70,87,68,68,56,0,65,73,11,5,9,3,2011,2
56,Femenino,2,7,1,19,5,519,75,75,70,87,68,68,83,0,61,79,8,3,9,2,2011,2
57,Femenino,2,17,1,19,5,501,68,68,73,82,65,65,72,0,65,58,18,3,9,3,2011,2
58,Femenino,2,17,1,19,5,516,79,79,70,82,62,62,75,0,67,89,10,3,9,3,2011,2
59,Masculino,2,10,1,19,5,494,75,75,73,75,65,65,63,0,71,82,8,3,9,2,2011,2
60,Masculino,1,8,1,19,5,427,64,64,58,59,59,59,58,0,61,67,8,3,7,3,2011,2
61,Femenino,1,5,1,19,5,485,68,68,79,75,74,74,64,0,60,89,5,6,9,2,2011,2
62,Masculino,1,20,1,58,15,471,78,78,70,72,68,68,58,0,62,58,20,6,9,2,2011,2
63,Femenino,1,4,1,19,5,475,69,69,76,69,59,59,79,0,58,51,6,5,9,2,2011,2
64,Masculino,1,7,1,19,5,472,75,75,76,64,71,71,55,0,73,50,7,5,9,2,2011,1
65,Femenino,0,16,0,0,0,542,78,78,80,93,68,68,88,0,68,85,4,4,9,2,2011,2
66,Femenino,2,11,1,19,5,524,89,89,76,69,77,77,75,0,65,89,11,5,9,2,2011,2
67,Masculino,0,20,0,0,0,477,75,75,67,83,71,71,67,0,51,59,20,6,9,1,2011,2
68,Femenino,1,20,1,13,30,370,54,54,61,46,44,44,59,0,51,47,10,3,5,2,2011,1
69,Masculino,2,11,1,19,5,490,61,61,73,67,71,71,64,0,74,80,11,5,9,3,2011,2
70,Masculino,2,20,1,37,14,522,78,78,76,78,85,85,83,0,57,78,20,6,9,3,2011,2
71,Femenino,1,20,1,226,15,481,78,78,70,72,62,62,63,0,68,63,20,6,9,3,2011,1
72,Femenino,1,14,1,19,5,480,78,78,64,64,62,62,63,0,68,63,14,2,9,3,2011,2
73,Femenino,1,20,1,214,28,495,89,89,70,66,65,65,79,0,54,66,20,6,9,2,2011,2
74,Femenino,1,6,1,19,5,517,83,83,87,82,59,59,79,0,62,63,7,5,9,1,2011,2
75,Masculino,2,4,1,19,5,480,66,66,76,66,68,68,79,0,65,85,4,4,9,3,2011,2
76,Masculino,1,8,1,19,5,478,68,68,73,78,68,68,66,0,60,62,8,3,9,2,2011,2
77,Masculino,1,10,1,19,5,492,98,98,64,64,71,71,63,0,74,63,10,3,9,2,2011,1
78,Masculino,2,11,1,19,5,464,69,69,80,75,71,71,60,0,61,77,10,3,9,3,2011,2
79,Femenino,2,4,1,19,5,467,69,69,76,67,71,71,59,0,61,51,4,4,9,2,2011,1
80,Femenino,1,17,1,19,5,481,69,69,70,83,65,65,56,0,61,56,17,2,9,2,2011,1
81,Masculino,2,9,1,19,5,472,78,78,70,64,68,68,67,0,62,68,9,4,9,3,2011,2
82,Femenino,2,10,1,19,5,507,79,79,61,75,90,90,70,0,64,67,10,3,9,3,2011,2
83,Femenino,2,8,1,19,5,474,98,98,67,67,59,59,59,0,60,66,20,6,9,2,2011,1
84,Femenino,1,4,1,19,5,492,75,75,67,72,77,77,67,0,67,76,4,4,9,2,2011,2
85,Femenino,1,9,1,19,5,518,66,66,76,62,102,102,67,0,74,62,9,4,9,2,2011,1
86,Femenino,2,20,1,64,15,475,72,72,70,83,68,68,64,0,61,85,20,6,9,1,2011,2
87,Femenino,2,17,1,19,5,544,90,90,70,83,85,85,70,0,76,72,18,3,9,3,2011,2
88,Masculino,1,16,1,19,5,476,69,69,73,72,71,71,60,0,64,53,6,5,9,3,2011,2
89,Masculino,2,10,1,19,5,515,79,79,64,87,68,68,73,0,67,57,10,3,9,3,2011,2
90,Masculino,2,16,1,19,5,490,66,66,73,79,77,77,70,0,61,66,16,2,9,3,2011,2
91,Femenino,1,20,1,181,7,530,79,79,73,93,81,81,76,0,61,79,10,3,9,3,2011,1
92,Masculino,2,14,1,19,5,476,84,84,73,67,62,62,70,0,58,64,8,3,9,3,2011,2
93,Femenino,1,10,1,19,5,493,75,75,64,62,77,77,76,0,64,66,10,3,9,3,2011,2
94,Femenino,2,20,1,55,7,488,75,75,70,82,57,57,72,0,70,75,20,6,9,2,2011,1
95,Femenino,2,17,1,19,5,486,83,83,67,75,65,65,64,0,62,70,18,3,9,3,2011,2
96,Femenino,1,20,1,106,15,507,79,79,73,72,59,59,80,0,79,47,20,6,9,2,2011,1
97,Femenino,2,18,1,19,5,505,78,78,67,87,62,62,88,0,62,59,5,6,9,2,2011,1
98,Femenino,2,1,1,19,5,492,78,78,61,75,77,77,72,0,68,82,1,5,9,3,2011,1
99,Femenino,1,14,1,19,5,463,75,75,76,70,62,62,61,0,61,72,16,2,9,3,2011,2
100,Masculino,2,10,1,19,5,492,72,72,76,69,71,71,66,0,76,69,10,3,9,3,2011,1
101,Masculino,2,14,1,19,5,523,83,83,73,103,65,65,61,0,71,78,16,2,9,3,2011,2
102,Femenino,2,11,1,19,5,490,64,64,73,72,71,71,69,0,61,85,1,5,9,4,2011,1
103,Femenino,2,7,1,19,5,475,83,83,67,72,65,65,67,0,57,66,7,5,9,2,2011,2
104,Femenino,1,20,1,93,13,394,53,53,64,57,54,54,56,0,60,49,4,4,7,2,2011,1
105,Masculino,2,14,1,19,5,478,69,69,70,78,62,62,63,0,64,85,16,2,9,3,2011,2
106,Femenino,1,20,1,76,7,492,75,75,61,70,74,74,67,0,77,74,20,6,9,2,2011,2
107,Femenino,2,9,1,19,5,490,71,71,70,75,59,59,89,0,62,82,9,4,9,3,2011,3
108,Femenino,2,17,1,19,5,475,71,71,67,75,74,74,70,0,62,72,16,2,9,3,2011,2
109,Femenino,2,5,1,19,5,482,79,79,61,66,74,74,69,0,73,56,5,6,9,2,2011,2
110,Femenino,2,11,1,19,5,491,79,79,61,69,59,59,72,0,73,64,11,5,9,3,2011,3
111,Femenino,2,7,1,19,5,466,75,75,70,61,65,65,69,0,61,57,7,5,9,2,2011,1
112,Masculino,1,20,1,158,18,475,113,113,38,54,74,74,55,0,81,45,5,6,9,2,2011,1
113,Femenino,0,9,0,0,0,458,75,75,70,72,68,68,61,0,49,63,8,3,9,2,2011,2
114,Masculino,2,1,1,19,5,479,63,63,73,87,65,65,66,0,62,77,1,5,9,3,2011,3
115,Femenino,1,20,1,98,15,465,68,68,73,75,71,71,60,0,60,75,10,3,9,3,2011,1
116,Femenino,0,14,0,0,0,472,78,78,67,69,59,59,63,0,65,58,8,3,9,2,2011,2
117,Femenino,0,7,0,0,0,451,98,98,51,59,74,74,52,0,57,70,8,3,9,3,2011,2
118,Femenino,0,7,0,0,0,423,98,98,60,59,54,54,45,0,54,48,9,4,9,3,2011,2
119,Femenino,0,11,0,0,0,435,81,81,70,47,57,57,64,0,51,60,7,5,9,2,2011,3
120,Femenino,0,13,0,0,0,438,81,81,67,59,60,60,56,0,57,72,16,2,9,3,2011,2
121,Femenino,0,8,0,0,0,435,87,87,56,61,69,69,54,0,49,61,8,3,9,2,2011,2
122,Masculino,0,20,0,0,0,459,81,81,53,67,62,62,64,0,56,60,20,6,9,2,2011,3
123,Femenino,0,10,0,0,0,432,76,76,63,67,62,62,59,0,51,72,16,2,9,3,2011,2
124,Masculino,0,13,0,0,0,444,81,81,58,55,54,54,62,0,60,60,12,3,9,3,2011,2
125,Femenino,2,17,1,19,5,447,78,78,56,56,69,69,59,0,64,63,11,5,9,3,2011,2
126,Femenino,0,11,0,0,0,422,88,88,58,67,58,58,50,0,51,63,11,5,9,3,2011,2
127,Femenino,0,4,0,0,0,437,77,77,58,59,58,58,68,0,46,72,4,4,9,3,2011,2
128,Femenino,0,20,0,0,0,442,72,72,58,59,64,64,71,0,49,72,17,2,9,3,2011,1
129,Femenino,1,20,1,185,15,431,71,71,65,61,58,58,62,0,57,52,20,6,9,3,2011,2
130,Femenino,2,10,1,19,5,440,64,64,62,66,67,67,64,0,54,89,16,2,9,3,2011,2
131,Femenino,2,20,1,64,15,411,85,85,57,64,54,54,54,0,42,79,20,6,9,3,2011,2
132,Femenino,0,20,0,0,0,414,81,81,58,59,60,60,52,0,52,80,20,6,9,3,2011,1
133,Masculino,2,18,3,19,5,430,76,76,55,67,60,60,52,0,56,80,14,2,9,3,2011,2
134,Femenino,1,7,1,19,5,441,80,80,50,57,65,65,67,0,57,65,19,5,9,2,2011,2
135,Masculino,0,10,0,0,0,415,76,76,61,57,60,60,52,0,54,53,10,3,9,2,2011,3
136,Masculino,1,20,2,26,31,427,67,67,62,66,63,63,60,0,52,52,20,6,9,3,2011,3
137,Masculino,2,18,1,19,5,429,70,70,57,69,65,65,56,0,53,79,19,5,9,1,2011,2
138,Femenino,1,20,1,226,15,430,67,67,62,83,48,48,60,0,46,48,20,6,9,2,2011,2
139,Femenino,0,11,0,0,0,425,88,88,48,55,60,60,62,0,57,83,2,1,9,4,2011,2
140,Femenino,1,8,1,19,5,413,75,75,59,64,58,58,64,0,45,75,8,3,9,2,2011,3
141,Masculino,2,8,1,19,5,430,63,63,63,61,57,57,61,0,63,58,8,3,9,3,2011,3
142,Femenino,1,11,1,19,5,426,74,74,57,54,58,58,69,0,56,77,21,7,9,2,2011,1
143,Masculino,0,17,0,0,0,434,77,77,48,55,61,61,62,0,57,63,4,4,9,3,2011,2
144,Femenino,2,20,1,220,15,418,71,71,59,58,58,58,60,0,54,47,20,6,9,3,2011,1
145,Masculino,2,20,2,49,15,420,66,66,61,67,62,62,61,0,51,76,20,6,9,2,2011,2
146,Masculino,0,9,0,0,0,415,77,77,55,53,57,57,56,0,54,57,9,4,9,4,2011,2
147,Masculino,1,8,1,19,5,438,64,64,62,66,50,50,74,0,65,59,8,3,9,2,2011,1
148,Femenino,2,11,1,19,5,413,67,67,59,62,63,63,58,0,45,63,8,3,9,2,2011,2
149,Masculino,2,10,1,19,5,421,70,70,57,56,62,62,58,0,60,64,10,3,9,3,2011,1
150,Femenino,2,9,1,19,5,432,64,64,58,60,57,57,64,0,58,72,9,4,9,3,2011,1
151,Femenino,1,11,1,19,5,414,75,75,55,58,60,60,60,0,47,56,11,5,9,2,2011,1
152,Masculino,2,15,1,19,5,416,67,67,59,60,63,63,62,0,47,60,15,3,9,3,2011,1
153,Femenino,2,8,1,19,5,417,80,80,52,59,56,56,62,0,54,82,3,1,9,2,2011,2
154,Masculino,0,8,0,0,0,421,69,69,58,57,59,59,61,0,56,63,20,6,9,1,2011,2
155,Femenino,0,12,0,0,0,434,66,66,56,59,56,56,68,0,60,65,10,3,9,3,2011,2
156,Femenino,0,8,0,0,0,429,77,77,48,61,60,60,68,0,57,51,8,3,9,3,2011,2
157,Masculino,1,20,1,162,15,417,67,67,59,60,60,60,62,0,54,65,20,6,9,1,2011,2
158,Femenino,0,20,0,0,0,414,73,73,56,64,56,56,62,0,49,55,10,3,9,3,2011,2
159,Femenino,1,20,1,221,6,410,75,75,55,55,60,60,59,0,52,72,20,6,9,1,2011,2
160,Femenino,0,20,0,0,0,432,63,63,58,59,58,58,64,0,67,52,20,6,9,3,2011,2
161,Masculino,0,20,0,0,0,427,69,69,51,55,62,62,56,0,60,74,20,6,9,3,2011,2
162,Femenino,0,19,0,0,0,385,81,81,56,53,56,56,45,0,37,48,4,4,9,2,2011,1
163,Femenino,1,4,1,19,5,408,61,61,59,66,67,67,46,0,49,46,4,4,9,2,2011,1
164,Femenino,0,8,0,0,0,414,70,70,57,57,56,56,67,0,49,62,4,4,9,1,2011,2
165,Femenino,1,6,1,19,5,410,80,80,50,62,54,54,56,0,50,54,6,5,9,2,2011,2
166,Masculino,1,20,1,55,7,421,74,74,50,66,56,56,55,0,58,70,20,6,9,1,2011,3
167,Masculino,2,20,1,180,15,444,58,58,52,72,62,62,70,0,58,94,20,6,9,2,2011,2
168,Masculino,2,15,1,19,5,420,67,67,55,64,58,58,56,0,59,72,15,3,9,3,2011,3
169,Femenino,0,8,0,0,0,389,69,69,63,53,56,56,50,0,42,66,5,6,9,1,2011,1
170,Femenino,0,10,0,0,0,402,65,65,61,51,58,58,50,0,52,48,10,3,9,2,2011,1
171,Femenino,2,8,1,19,5,411,71,71,57,52,58,58,58,0,62,58,7,5,9,2,2011,2
172,Femenino,2,10,1,19,5,405,67,67,59,62,56,56,58,0,50,66,10,3,9,2,2011,1
173,Femenino,1,20,1,64,15,419,64,64,57,57,58,58,62,0,57,76,20,6,9,3,2011,1
174,Femenino,2,18,1,19,5,415,67,67,55,61,58,58,62,0,46,62,18,3,9,3,2011,2
175,Femenino,1,20,1,166,10,412,74,74,55,62,52,52,62,0,56,57,11,5,9,2,2011,1
176,Masculino,1,18,1,19,5,407,70,70,55,52,62,62,50,0,56,77,8,3,9,2,2011,1
177,Masculino,1,20,1,119,15,415,70,70,50,62,62,62,54,0,49,77,20,6,9,2,2011,2
178,Femenino,2,13,1,19,5,399,60,60,67,54,57,57,68,0,38,41,21,7,9,2,2011,1
179,Femenino,2,9,1,19,5,386,70,70,59,52,64,64,50,0,38,56,20,6,9,2,2011,2
180,Masculino,1,20,1,71,15,416,67,67,55,59,58,58,57,0,58,72,20,6,9,2,2011,2
181,Masculino,2,11,1,19,5,419,64,64,55,64,60,60,60,0,57,79,11,5,9,2,2011,2
182,Masculino,2,4,1,19,5,431,61,61,52,77,58,58,64,0,57,58,4,4,9,2,2011,2
183,Masculino,1,15,1,19,5,411,67,67,57,64,52,52,54,0,62,54,19,5,9,2,2011,1
184,Masculino,0,20,0,0,0,403,72,72,54,57,58,58,54,0,52,47,20,6,9,2,2011,1
185,Femenino,2,18,1,19,5,403,75,75,52,64,52,52,58,0,45,69,18,3,9,2,2011,1
186,Femenino,2,8,1,19,5,385,85,85,50,49,56,56,48,0,42,60,8,3,9,2,2011,1
187,Femenino,2,20,2,136,22,395,66,66,61,57,56,56,62,0,37,57,20,6,9,3,2011,1
188,Femenino,0,14,0,0,0,390,69,69,60,51,59,59,54,0,46,73,9,4,9,2,2011,2
189,Masculino,1,20,1,121,18,402,70,70,57,49,58,58,54,0,58,70,21,7,9,3,2011,1
190,Masculino,2,9,1,19,5,393,61,61,67,59,54,54,57,0,46,75,9,4,9,3,2011,2
191,Femenino,1,6,1,19,5,427,63,63,52,66,60,60,67,0,60,64,10,3,9,2,2011,1
192,Femenino,0,10,0,0,0,403,69,69,55,55,60,60,61,0,46,70,10,3,9,2,2011,1
193,Masculino,0,20,0,0,0,402,61,61,64,62,52,52,54,0,57,54,20,6,9,2,2011,2
194,Masculino,2,7,1,19,5,407,67,67,55,54,60,60,59,0,49,56,7,5,9,2,2011,1
195,Masculino,2,8,1,19,5,404,80,80,52,55,46,46,57,0,59,80,8,3,9,3,2011,2
196,Femenino,2,20,1,71,15,407,64,64,57,69,54,54,51,0,54,77,20,6,9,1,2011,2
197,Femenino,0,10,0,0,0,404,72,72,51,55,62,62,54,0,54,66,10,3,9,3,2011,2
198,Femenino,2,1,1,19,5,399,63,63,57,52,65,65,51,0,49,77,12,3,9,4,2011,2
199,Masculino,1,11,1,19,5,395,64,64,62,58,50,50,52,0,47,66,11,5,9,3,2011,2
200,Masculino,1,20,1,1,6,397,67,67,60,66,50,50,45,0,58,57,12,3,9,4,2011,2
201,Femenino,1,16,1,19,5,402,61,61,59,58,62,62,64,0,42,59,8,3,9,3,2011,1
202,Femenino,2,7,1,19,5,405,63,63,54,56,67,67,60,0,44,58,7,5,9,2,2011,2
203,Femenino,2,11,1,19,5,384,70,70,60,55,50,50,53,0,40,83,11,5,9,2,2011,2
204,Femenino,2,20,1,112,2,403,63,63,57,52,58,58,60,0,46,61,2,1,9,3,2011,2
205,Femenino,0,8,0,0,0,405,63,63,58,51,59,59,56,0,57,43,20,6,9,2,2011,1
206,Femenino,2,11,1,19,5,399,74,74,50,54,60,60,62,0,39,85,11,5,9,3,2011,2
207,Femenino,2,20,1,19,5,422,61,61,55,55,58,58,64,0,63,76,4,4,9,2,2011,2
208,Femenino,2,10,1,19,5,405,63,63,57,57,60,60,64,0,49,50,10,3,9,3,2011,2
209,Masculino,0,1,0,0,0,402,63,63,56,57,64,64,64,0,40,56,1,5,9,3,2011,1
210,Femenino,0,10,0,0,0,394,71,71,52,57,60,60,51,0,45,53,10,3,9,3,2011,2
211,Femenino,2,11,1,19,5,404,64,64,58,55,55,55,55,0,58,72,11,5,9,3,2011,2
212,Masculino,1,20,1,64,15,394,63,63,60,54,58,58,57,0,44,64,20,6,9,2,2011,2
213,Femenino,2,1,1,19,5,404,61,61,57,62,56,56,56,0,46,61,1,5,9,3,2011,2
214,Femenino,2,10,1,19,5,401,67,67,57,52,54,54,58,0,56,60,10,3,9,2,2011,2
215,Femenino,1,20,1,98,15,387,71,71,62,58,42,42,54,0,52,58,11,5,9,2,2011,2
216,Femenino,1,7,1,19,5,417,58,58,57,64,56,56,67,0,57,54,7,5,9,2,2011,1
217,Femenino,1,1,1,19,5,400,61,61,57,54,62,62,53,0,51,60,11,5,9,2,2011,1
218,Femenino,2,9,1,19,5,405,79,79,55,59,52,52,57,0,49,42,9,4,4,3,2011,1
219,Femenino,0,8,0,0,0,380,55,55,58,49,56,56,52,0,49,43,8,3,4,2,2011,1
220,Femenino,1,20,1,102,30,388,50,50,55,48,67,67,51,0,50,63,20,6,4,2,2011,2
221,Femenino,0,16,0,0,0,378,76,76,46,53,59,59,50,0,41,49,5,6,6,1,2011,1
222,Masculino,1,10,1,19,5,402,48,48,57,62,65,65,56,0,49,76,10,3,6,3,2011,2
223,Masculino,1,8,1,19,5,396,56,56,55,59,58,58,51,0,59,67,8,3,6,2,2011,2
224,Masculino,0,10,0,0,0,430,76,76,54,64,62,62,59,0,57,63,10,3,10,2,2011,2
225,Masculino,0,20,0,0,0,420,77,77,56,57,64,64,59,0,49,70,7,5,10,2,2011,2
226,Masculino,0,21,0,0,0,403,63,63,60,54,56,56,59,0,53,66,7,5,10,2,2011,2
227,Masculino,1,20,1,124,24,371,63,63,52,52,62,62,50,0,49,46,20,6,5,1,2011,1
228,Femenino,1,20,1,90,16,365,58,58,49,54,53,53,54,0,38,47,8,3,5,2,2011,2
229,Femenino,1,20,1,101,15,475,85,85,77,59,63,63,59,0,60,56,20,6,9,2,2012,2
230,Femenino,1,15,1,19,5,473,101,101,60,59,62,62,63,0,60,50,14,2,9,3,2012,2
231,Masculino,1,8,1,19,5,491,86,86,59,74,68,68,68,0,60,49,8,3,9,2,2012,1
232,Femenino,1,20,1,114,30,474,85,85,70,68,58,58,58,0,69,60,20,6,9,3,2012,2
233,Masculino,2,14,1,19,5,469,85,85,70,50,69,69,63,0,69,53,20,6,9,3,2012,2
234,Femenino,1,2,1,19,5,474,86,86,59,62,78,78,58,0,59,83,14,2,9,3,2012,1
235,Masculino,2,20,1,207,7,482,75,75,65,59,63,63,68,0,60,77,20,6,9,3,2012,2
236,Femenino,1,11,1,19,5,461,76,76,68,62,77,77,68,0,49,52,11,5,9,3,2012,2
237,Femenino,2,9,1,19,5,455,86,86,63,58,68,68,68,0,44,63,9,4,9,4,2012,2
238,Masculino,2,11,1,19,5,435,102,102,59,58,62,62,63,0,44,55,9,4,9,4,2012,2
239,Femenino,2,13,1,19,5,453,69,69,68,67,78,78,59,0,49,60,9,4,9,3,2012,2
240,Femenino,2,20,1,180,15,453,86,86,59,55,77,77,63,0,59,58,20,6,9,1,2012,1
241,Femenino,2,10,1,19,5,457,86,86,59,67,68,68,68,0,53,56,10,3,9,2,2012,1
242,Masculino,1,12,1,19,5,447,86,86,63,50,63,63,63,0,53,56,12,3,9,3,2012,1
243,Femenino,1,20,1,64,15,446,85,85,65,50,63,63,63,0,60,47,20,6,9,3,2012,1
244,Masculino,2,1,1,19,5,454,75,75,60,67,78,78,51,0,54,60,1,5,9,4,2012,2
245,Femenino,2,1,1,19,5,452,85,85,60,63,63,63,68,0,53,74,1,5,9,3,2012,2
246,Masculino,1,20,1,224,10,441,86,86,63,55,63,63,58,0,59,60,20,6,9,2,2012,2
247,Masculino,2,14,1,19,5,456,60,60,69,58,91,91,68,0,53,53,16,2,9,3,2012,2
248,Femenino,1,20,1,221,6,446,86,86,59,67,62,62,63,0,48,39,20,6,9,3,2012,2
249,Femenino,2,8,1,19,5,450,68,68,65,53,77,77,51,0,54,58,16,2,9,3,2012,2
250,Femenino,2,9,1,19,5,442,64,64,75,67,63,63,55,0,49,55,9,4,9,3,2012,2
251,Masculino,2,4,1,19,5,462,64,64,69,55,62,62,68,0,53,43,4,4,9,2,2012,2
252,Femenino,1,8,1,19,5,467,63,63,60,53,91,91,68,0,60,74,8,3,9,2,2012,1
253,Masculino,2,20,2,92,22,419,86,86,68,50,62,62,51,0,53,52,20,6,9,3,2012,1
254,Femenino,2,12,1,19,5,458,85,85,52,59,68,68,63,0,60,50,12,3,9,3,2012,2
255,Masculino,2,20,1,55,7,430,60,60,85,62,54,54,68,0,44,53,20,6,9,2,2012,2
256,Femenino,2,6,1,19,5,450,76,76,59,62,69,69,63,0,49,53,4,4,9,2,2012,2
257,Femenino,1,1,1,19,5,462,75,75,60,63,62,62,77,0,54,60,11,5,9,2,2012,1
258,Femenino,2,11,1,19,5,431,76,76,69,74,50,50,63,0,36,63,11,5,9,3,2012,3
259,Femenino,1,20,1,82,15,434,86,86,59,55,63,63,55,0,53,43,20,6,9,2,2012,2
